113,"D'aprês l'Antique"
114,"Object of Insight: Japanese Buddhist Art and Ritual"
115,"The Other Face of Modern Art"
116,"Winold Reiss: Native American Portraits"
117,"Splendors of Morocco: From Tangier to Marrakech"
118,"Jean Baptist Corot"
119,"James Van DerZee: The Harlem Years"
120,"Eastman Johnson: Painting America"
121,"Frederic, Lord Leighton"
122,"Metroscapes"
123,"Landscape of the Bible"
124,"Sol LeWitt: Incomplete Open Cubes"
125,"Walker Evans and Dan Graham"
126,"Redefining Genre: French and American Paintings: 1850-1900"
127,"Exiles and Emigres: 1922-1945"
128,"Critiques of Pure Abstraction"
130,"Made in California 1900-2000"
131,"Norwegian Folk Art: The Migration of a Tradition"
133,"The Lure of Italy"
134,"Rosa Bonheur"
135,"A Practical Dreamer: The Photographs of Man Ray"
136,"Grant Wood: An American Master Revealed"
137,"The Sevres Porcelain Manufactory"
138,"Lewis and Clark"
139,"Beat Culture and the New America"
140,"Edward Steichen (1879-1973)"
141,"The Nation At Home"
142,"South of the Border: Mexico in the American Imagination 1917-47"
143,"Connections: Altars and Objects of Personal Devotion"
144,"Pious Journeys: Christian Devotional Art and Practice in the Late Middle Ages and Renaissance."
145,"Impressionist and Post-Impressionist Still-Life Painting"
149,"On the Surface: Late Nineteenth Century Decorative Arts"
150,"The Year of the White Bear"
151,"Art from the Collection of Richard L. Hillstrom"
152,"Tina Modotti: Photographs"
153,"Art Nouveau, 1890-1914"
154,"Gerrit Dou"
155,"Sir Henry Raeburn"
158,"Scandinavian Moderne"
159,"The Indian Sari: Draping Bodies, Reveling Lives"
160,"Africa: Art of a Continent"
161,"Vital Forms: American Art in the Atomic Age, 1940-1960"
163,"Bob Thompson Retrospective"
164,"Arthur Amiotte Retrospective Exhibition: Diversity and Continuity"
165,"Exchange of Remington Sculptures"
166,"The Pottery of Dextra Quotskyuva Nampeyo"
167,"Weaving Cultures: Textiles and Jewelry in Morocco"
168,"Land Used"
171,"Visions of the People: A Pictorial History of Indian Life"
173,"World Views: Maps and Art"
176,"First Fire: Richard Bresnahan and New Pottery from St. John's"
177,"The Twin Cities on Paper: A Century of Architectural Drawings for Minneapolis and Saint Paul"
179,"Reginald Sanders, March 6 - April 20, 1997"
180,"Splendid Morocco"
181,"Holiday Traditions in the Period Rooms"
184,"The Resonance of the Qin in East Asian Art"
185,"Dyeing to Please: From Surface Application to Total Immersion"
186,"Sylvia Plachy's Unguided Tour"
188,"The Search to See: The Collection and Photographs of Frederick B. Scheel"
190,"Africa Rotation 1998"
191,"Milestones of Modernism 1880-1940: Selections from the Norwest Collection"
192,"From Where My Parents Came: Portraits from the Ukraine"
193,"Lives Connected: Jacob Lawrence and Gwendolyn Knight, including “The Frederick Douglass and Harriet Tubman Series of Narrative Paintings by Jacob Lawrence”"
195,"From Post-War to Post-Modern: Interior Textiles, 1946-1976"
198,"Gods and Goblins: Japanese Folk Paintings from Otsu"
199,"Three Centuries of Tradition: The Renaissance of Custom Sporting Arms in America"
200,"Quality Control"
201,"Arnold Newman Portraits"
207,"John Howe in Minnesota: The Prairie School Legacy of Frank Lloyd Wright"
208,"Hair Stories"
215,"American Impressionism: Treasures from the Smithsonian American Art Museum"
218,"Toys for Tea"
219,"An Acre of Art"
221,"The Art of 20th-Century Zen: Paintings & Calligraphy by Japanese Masters"
224,"Holiday Traditions in the Period Rooms"
225,"Star Wars: The Magic of Myth"
227,"Master Drawings from the Collection of Alfred Moir"
228,"Night"
229,"China: Fifty Years inside the People's Republic"
230,"On Sacred Terrain"
231,"Body Work: Photographs of Nudes"
245,"Minnesota 1900: Art and Life on the Upper Mississippi, 1890-1915"
246,"The Westward Migration of Chinese Blue and White Porcelain"
250,"How Do We Know What We Know?"
252,"The Art of Islam"
254,"The Art of Fresco Painting: Mark Balma, a Contemporary Master"
256,"Japonisme in the Graphic Arts, 1880-1910"
259,"The People, Yes: The Photographs of Jerome Liebling"
260,"David Heath: A Dialogue with Solitude"
261,"Freedom Within Limitations: The Narrow Textile Form"
265,"Jean Cocteau: Books, Prints and Drawings"
273,"Paintings of Courtly India"
275,"Reading and Collecting Books"
277,"From the Land of the Thunder Dragon: Textile Arts of Bhutan"
284,"Dirty Business: Princely Bronzes"
286,"Four Audacious Artists: Individualism in Japanese Art"
287,"Staffs of Life: Rods, Staffs, Scepters, and Wands from the Coudron Collection of African Art"
288,"Kitchen: Liza Lou"
290,"N44°57.488' W93°16.353'"
293,"Poetic Horizons: The Landscape Tradition in Britain, 1750-1850"
294,"George Earl Resler: Minnesota Etcher"
297,"The Color Red: Messages in Textile Art"
298,"The Poetics of Vision: Photographs from the Collection of Harry M. Drake"
304,"riverheart"
305,"Henri Cartier-Bresson: Pen, Brush, and Cameras"
306,"Jean Puiforcat's Coffee and Tea Service and the Art Deco Style"
312,"Netsuke: The Japanese Art of Miniature Carving"
317,"Photography:  The Collection Grows, 1983 - 1996"
321,"New England Hearth and Home | A Passion for the Past: The Collection of Bertram K. and Nina Fletcher Little at Cogswell's Grant, and Inherited and Collected: The Arts of New England in Minnesota"
324,"Color, Color, Who's Got the Color? Kaffe Fassett"
328,"Starburst Splendor:  Selections from the Minnesota Quilt Project"
334,"Relative Perfection"
338,"Mantras: Paintings of Repetition"
340,"Memory of the Hand: Making Sense of Art through Touch"
342,"Morrison's Horizons"
344,"Holiday Traditions in the Period Rooms"
346,"100 Years of Gund Toys"
348,"Ancient Gold: Jewelry from the Dallas Museum of Art"
353,"Holocaust Bone Structures"
358,"Innovation and Grace: Modernist Glasswork, 1880-1940"
360,"Women Designers in the USA, 1900-2000: Diversity and Difference"
361,"Aluminum by Design: Jewelry to Jets"
365,"Sukkot Project 1999"
370,"Light from the Yellow Star: A Lesson of Love from the Holocaust"
371,"Chagall"
374,"Yuanfei Hotel"
375,"Chokwe!  Art and Initiation Among Chokwe and Related Peoples"
383,"Louise Bourgeois Prints: 1989-1998"
385,"Roy DeCarava: A Retrospective"
386,"Ralph Rapson: Sixty Years of Modern Design"
389,"Chaining the Sun: Portraits by Jeremiah Gurney"
391,"The Engravings and Woodcuts of Hendrik Goltzius, 1558-1617"
393,"Art and Insanity"
394,"The Medieval Housebook: The Real and the Ideal, A Fifteenth-Century View of Life"
395,"The Art of Construction: Elements of Architectural Design"
396,"Women Who Ruled: Queens, Goddesses, and Amazons, 1500-1650"
397,"Escape to Eden: The Pastoral Vision in Eighteenth Century France"
400,"Duchamps Leg"
401,"Farewell to the Wet Nurse: Etienne Aubry and Images of Breast-Feading in Eighteenth Century France"
402,"Dining in Splendor -- The Victorian Dining Room"
403,"A World of Art: Gifts for the New Millennium"
415,"Our Noble Steeds"
416,"El Greco: Themes and Variations"
417,"Monet: The Seine and the Sea"
418,"Theodore Rousseau Retrospective"
420,"Painting the Dakota: Seth Eastman at Fort Snelling"
421,"A Japanese Legacy: Four Generations of Yoshida Family Artists"
422,"Madame de Pompadour et les arts"
424,"Retrospective Berthe Morisot"
425,"Neo-Impressionism: Artists on the Edge"
426,"Picturing French Style: Three Hundred Years of Art and Fashion"
427,"Georgia O'Keeffe at the Fort Wayne Museum of Art"
428,"El Greco"
429,"A Studio of Her Own: Boston Women Artists 1870-1940"
430,"Masters of American Photography"
432,"Michael Mazur: A Print Retrospective"
433,"Present/On the Road to Bazzano"
435,"Howard Ben Tré: Sculpting Space in the Public Realm"
436,"Ceramics as Sculpture: Challenging the Functional Tradition"
437,"Exquisite Moments: West Lake and Southern Song Art"
439,"Streamline: The Dawn of Tomorrow"
440,"Suzuki Harunobu"
441,"Letter Perfect: The Art of Modernist Typography, 1896-1953"
442,"Total Study Center"
443,"Views of the Mississippi"
445,"Painted Prints: Renaissance and Baroque Hand-Colored Engravings, Etchings, and Woodcuts"
446,"Jewels of the Southwest: The Development of Contemporary Design in Southwest American Indian Jewelry"
449,"Blown Out of Proportion: A Survey of Studio Glass"
461,"American Gothic (Saturday Night/Sunday Morning) and Homo domesticus"
462,"The Industrial Design Aesthetic 1900-1950"
463,"L'Ecole de Barbizon"
464,"Cultural Crosscurrents: Elizabeth Catlett and Francisco Mora"
465,"The Triumph of French Paintings: Seventeenth Century Masterpieces from the Museums of FRAME"
466,"Sesson in the World of Ink Painting: A Super Eccentric of Japan's Warring States Period"
467,"Wood Turning in North American Since 1930"
469,"""Turning"" Over Time: Historic Seating Furniture"
470,"Elegy: A Tribute Performance by the Twin Cities Arts Community"
471,"Frontera Lake Street"
473,"Antiques Show and Sale 2001"
474,"Danny Lyon: Photographs 1962-2000"
475,"L'esprit créateur de Pigalle à Canova: Terres cuites européennes de 1750 à 1830"
476,"The Engravings of Lucas van Leyden"
477,"Picasso: Prints in the 20th Century"
479,"Holiday Traditions in the Period Rooms"
480,"In Situ"
481,"Jack Lenor Larsen: The Company and the Cloth"
483,"Amedeo Modigliani"
484,"Conversation Pieces: The Modern Telephone 1930-2000"
485,"Recent Accessions"
486,"Larry Rivers: Art and the Artist"
487,"Functionalism to Funk: California Ceramics"
488,"The Chair: Sculptural Form in Wood 1880-1960"
489,"Sacred Symbols: Four Thousand Years of Ancient American Art"
491,"Japanese Dolls"
492,"Venere e Amore: Michelangelo e la nuova bellezza ideale"
493,"Emil Nolde im Dialog (1905-1913)"
494,"Vincent's Choice: the Musée Imaginaire of Van Gogh"
495,"Tzedakah"
496,"High Touch"
497,"Coming of Age in Ancient Greece"
498,"Minton to Malibu: The Art of Glazed Tiles"
499,"Bridging America with Frank Lloyd Wright"
500,"Elie Nadelman Retrospective"
501,"The Changing Garden: Four Centuries of European and American Art"
502,"Marc Chagall Retrospective"
503,"Georgia O'Keeffe: From the Plains"
504,"Jim Dine Prints: 1985-2000"
505,"Governor's Residence: 2002-2008"
506,"Making Waves: The Vanguard Radio 1920-1950"
508,"The Art of China"
509,"Alfred Sisley"
510,"Expressive Trends"
511,"Immeasurable Spaces, Incalculable Engergies: Tobey, Graves, Anderson, Callahan"
513,"Judaica 2002 - 2003"
514,"Ruth Bernhard: Photographs 1930s-1970s"
515,"Marcel Breuer in Minnesota"
516,"Holiday Traditions"
518,"Never Late for Heaven: The Art of Gwendolyn Knight"
519,"Naked! The Female Body and the Rise of Modernism"
522,"Constable to Delacroix: British Art and the French Romantics 1820-1840"
524,"Portrait: 3 Meters per Second"
525,"Light Bound: Photographers Regard the Book"
526,"R.P.M."
527,"Three-Way Vision"
529,"Eternal Egypt: Masterworks of Ancient Art from the British Museum"
530,"Courts of the Baroque Age: From Bernini and Velázquez to Luca Giordano"
531,"An Artist's Paradise: Minnesota Landscapes 1840-1940"
532,"Francis Bacon and the Tradition of Art"
533,"Eugène Delacroix, 1798-1863"
534,"Seurat and the Making of ""La Grande Jatte"""
535,"Jasper Johns: Numbers"
536,"Grant Wood: Main Street"
538,"Crossing the Channel: British and French Painting in the Age of Romanticism"
539,"Household Names: The Designer in American Life"
540,"Three Stories from Little America"
542,"Northern Visions: Art and Life of the Inuit"
543,"Legacy of the Lathe: Gifts of Turned Wood from Robyn and John Hern and their Circle of Friends"
544,"Medardo Rosso"
545,"Drawn to Perfection: American Photorealist Graphics"
546,"Global Village: The 60s"
547,"Fréderic Bazille"
548,"Great Expectations: John Singer Sargent Painting Children"
550,"Recent Acquisitions - February 2003 to April 2003"
551,"Seven Centuries of Chinese Painting: Recent Gifts from Joan Wurtele"
552,"Grotto: an alternative reality by bill klaila"
553,"Modernist Kitchenware: The Counter Revolution, 1930-1960"
554,"Declaration of Independence Road Trip"
555,"Apocalypse"
556,"Governor's Residence: 2003-2012"
557,"Printmaking in the Age of Romanticism"
558,"Shaped with a Passion: The Carl A. Weyerhaeuser Collection of Japanese Ceramics from the 1970s"
560,"Up the Nile: Egypt in 19th Century Photographs"
561,"Walker Evans"
562,"Long Afternoon: Celeste Nelms and Carolyn Swiszcz"
563,"""Art That's Really Moving"" and ""Can't Leave it Alone"""
564,"George Washington: A National Treasure"
565,"Werner Bischof: Life and Work of a Photographer 1916 - 1954"
566,"P.R.S.S."
570,"Recent Acquisitions - November 2003 - April 2004"
571,"Holiday Traditions: A White House Christmas"
572,"Beauty, Honor, and Tradition: The Legacy of Plains Indian Shirts"
574,"The Miller Collection of Roman Sculpture: Mythological Figures and Protraits"
575,"Currents of Change: Art and Life Along the Mississippi River, 1850-1861"
576,"Beauford Delaney: From New York to Paris"
577,"Holiday Traditions"
580,"A Man and His Garden: Textiles from the Jack Lenor Larsen Archive"
581,"Jan Van Der Streadanus: 16th Century Flemish Engravings and Woodcuts"
582,"Wenzel Hollar"
584,"Visionary Vases"
586,"Aristide Maillol"
587,"1c Life: A Modern Art Classic"
588,"Eduardo Paolozzi's 'Moonstrips Empire News'"
589,"Illuminating the Word: The Saint John's Bible"
590,"Untamed Beauty: Tigers in  Japanese Art"
591,"The Quiet Landscapes of William B. Post"
592,"Judaica 2003 - 2004"
593,"Classic Ground: Mid-Nineteenth Century American Painting and the Italian Encounter"
594,"Fra Angelico"
596,"Modigliani: Beyond the Myth"
597,"Prints: 1800-1945"
598,"Bruce Rogers"
599,"Charles Cordier (1827-1905)"
600,"Paradise and Plumage: Chinese Connections in Tibetan Arhat Painting"
601,"Beyond the Painted Smile: The Japanese Geisha in Image and Reality"
602,"William Baziotes: Metamorphosis"
603,"Monet's Garden"
604,"Cézanne in Provence"
605,"Times Squared: Photographs by Toby Old"
606,"Paul Granlund: A Retrospective"
607,"International Arts and Crafts"
611,"Henri Matisse: Process and Variation"
612,"Cézanne: Aufbruch in die Moderne"
613,"Leonardo da Vinci, Michelangelo, and the Renaissance in Florence"
615,"Illustrating Influence: The Origins of Baroque Cities in Central Europe"
617,"From Hawthorne to Hofmann: Provincetown Vignettes, 1899-1945"
618,"Girodet Examination"
619,"A Woman's Way: Feminine Attire in 20th Century Morocco"
620,"Symphony in Black and White: 100 Etchings and Lithographs of James McNeill Whistler"
621,"Cloth Only Wears to Shreds: Textiles and Photographs from the Ulli Beier Collection"
622,"Joan Miró"
623,"European Muses, American Masters: 1870 to 1950"
625,"Cotton Puffs, Q-Tips, Smoke and Mirrors: The Drawings of Ed Ruscha"
626,"The Twin Cities Collects: The Ceramics of Edwin and Mary Scheier"
632,"The French Portrait: Revolution to Restoration"
633,"The Splendor of Ruins in French Landscape Painting, 1640-1800"
634,"Time and Transformation in Seventeenth-century Dutch Art"
635,"Juan Gris (1887-1927)"
636,"Artistry and Innovation in Pittsburgh Glass, 1808-1882: From Bakewell & Ensell to Bakewell, Pears and Co."
637,"Asian Games: The Art of Contest"
638,"Salvador Dali"
639,"Native Modernism: The Art of George Morrison and Allan Houser"
640,"Art Deco: The French Aesthetic"
641,"Unprepared"
642,"The Russian Avant-Garde:  Artist's Books, Prints, and Posters 1912-1925"
643,"Della Bella & Castiglione: Master Etchers of the Italian Baroque"
644,"The World Through His Eyes: Works on Paper by Joseph Pennell"
645,"The Art of Herbs"
646,"Slipware Traditions"
647,"Just One Word: PLASTICS"
648,"Warhol and Lichtenstein"
649,"L'Ombre du Temps"
650,"Israhel van Meckenem: Engraver and Entrepreneur"
651,"El Retrato Español"
652,"Degas: Classical and Modern"
653,"Art: A Moveable Feast, European Art Between the Wars"
654,"Anne-Louis Girodet de Roussy-Trioson (1767-1824)"
657,"Dawes and Waterman Wood exchange for ""Currents of Change"" exhibition"
658,"Cy Thao"
659,"Bakelite: Art through Chemistry"
660,"Imperial Perfection: Chinese Palace Procelain of Three Great Emperors"
661,"Top Mix"
662,"Everyday Beauty: Guatemalan Huipils"
663,"Buildings to Bank On: Selections from the Katherine Kierland Herberger Collection of Banks"
664,"Designed for Children"
665,"Félix Buhot: Master Etcher of the 19th Century"
666,"The Hmong Migration"
667,"Restoring a Masterwork II: Guercino's ""Erminia and Shepherds"""
668,"Master of the Embroidered Foliage - Conservation"
669,"Dear Dr. Fisch: Children's Letters to a Holocaust Survivor"
670,"A Medieval Mystery: Who Was the Master of the Embroidered Foliage?"
671,"Recent Acquisitions - May 2004 - July 2004"
672,"China Exhibition"
673,"Aun Aprendo: Goya's Last Works"
674,"American ABC"
675,"Thoroughly Modern: the ""New Woman"" Art Students of Robert Henri"
676,"Lillian's Vision"
677,"Hot & Cool: The Jazz Posters of Niklaus Troxler"
678,"Renoir's Women"
679,"Images of New York"
680,"Le théâtre de l'Oeuvre"
684,"International Fine Art and Antiques Dealers Show 2004"
685,"Hero, Hawk and Open Hand: American Indian Art of the Ancient Midwest and South"
686,"The Social Life of Pouring Pots"
689,"Explorations in Bronze: Degas and New Mexico Sculptors"
690,"Klee and America"
691,"Rétrospective Courbet"
692,"Screens of Old Plums and Chinese Immortals Re-united: Sansetsu and the Mighty Kano School of Painters"
694,"Faculty Retrospective"
695,"Plastics and the Cool Factor"
696,"Fabulous Photographic Ephemera"
697,"Chinasaurs: The Great Dinosaurs of China"
698,"We are the Haight-Ashbury"
699,"Regis Masters: Selections from the Permanent Collection"
700,"Bringing Modernism Home: Ohio Decorative Arts 1890-1960"
701,"Cézanne to Picasso: Ambroise Vollard, Patron of the Avant-Garde"
703,"Above Is Below: Sarah Chokyi Bauer and David Hamlow"
704,"Grant Wood: The 5 Turner Alley Studio Years"
706,"Max Beckmann: The Watercolors"
707,"In the Studios of Paris: William Bouguereau and His American Students"
708,"All Shook Up: Modernist Barware"
709,"Portraits to Pitchers: The Morehouses at Muscatine"
710,"Grant Wood: Joint Ownership Loan Agreement 2005-2007"
711,"Alec Soth: Portraits"
712,"West!: Frank Gehry and the Artists of Venice Beach, 1962-1978"
713,"The Water Remembers: Recent Paintings by May Stevens 1990-2004"
714,"Canaletto in England: A Venetian Artist Abroad, 1746-1755"
715,"Rembrandt and His Time: Masterworks from the Albertina, Vienna"
716,"San Francisco Psychedelic"
717,"Jerome Hill: Beyond the Frame"
718,"Matisse in Transition: Around Laurette"
719,"Tamayo: A Modern Icon Reinterpreted"
720,"Impressionists by the Sea"
721,"Dance of the Faithful"
722,"Claude Monet (1840-1926): A Tribute to Daniel Wildenstein and Katia Granoff"
723,"Pierre Bonnard"
724,"Connections: International Turning Exchange 1995-2005"
725,"Hokusai the Immortal"
726,"In The Balance"
728,"Georgia O'Keeffe: Circling Around Abstraction"
730,"Ecchy Homo and Subderma"
731,"Imagined Worlds: Above, Below and In Between, 1500-2000"
732,"Icons of Perfection: Figurative Sculpture from Africa"
733,"Matisse: the Painter as Sculptor"
734,"Warren MacKenzie: The Legacy of an American Potter"
735,"Enigma Variations: Philip Guston and Giorgio de Chirico"
736,"George Rickey Kinetic Sculpture: A Retrospective"
737,"Hokusai"
739,"Feeding Desire: Design and the Tools of the Table, 1500-2005"
740,"Sheila Hicks, Small Works: Substance of Illusion, 1956-2006"
741,"Islamic Art from the Minneapolis Institute of Arts"
742,"Villa America: American Moderns 1900-1950"
743,"Marc Riboud: Photographing the World, 1953-2005"
744,"Remembering Gus Gustafson: Artist, Collector, Friend"
745,"Monet in Normandy"
746,"Seth Eastman: Artist on the Frontier"
747,"Holiday Traditions: Bowls with Punch"
748,"Cupid and Psyche: Neoclassical Visions of Love"
749,"Arthur Amiotte: Collages, 1988-2006"
750,"Best in Show! The Dog in Art from the Renaissance to the Post-Modern"
751,"Renoir's Landscape 1861-1883"
752,"Balthus"
753,"Millais"
755,"El Greco to Velázquez: Art during the Reign of Philip III"
756,"Ruth Duckworth, Modernist Sculptor"
757,"Threads of Splendor: Tapestry in the Baroque"
758,"From Dürer to Cassatt: Five Centuries of Master Prints from the Jones Collection"
759,"Boston Seating Furniture: From William and Mary to Modernism"
760,"BLOOM! Botanical Art Through the Ages"
761,"Papier Moderne"
762,"Fresh From the Studio: Craft in Twin Cities Collections 1950-1970"
763,"The Sculpture of Louise Nevelson: Constructing a Legend"
765,"Faux or For Real: The Art of Researching Art"
766,"Conservation and display with permanent collection at the J. Paul Getty Museum"
767,"Impressions: American Painters in France: 1850-1935"
768,"The Clark Brothers Collect"
769,"Sin and Salvation: William Holman Hunt and the Pre-Raphaelite Vision"
770,"The 3rd Megaton: New paintings by Yang Yang"
771,"Energy Palimpsest: New work by Daniel Kaniess"
772,"Print Me Once, Print Me Twice"
773,"Highlights from the Harrison Collection of Fine Photographs, 1992-2006"
774,"The Jack Lenor Larsen Design Studio - a 4-part exhibition: The Win Anderson Years, 1953-78 "
775,"San Francisco Psychedelic Posters"
776,"Improbable Expressions: Jack Lenor Larsen's Psychedelic Prints"
778,"Sacred Sounds: The Bells of Ancient China"
779,"Display at the Minneapolis Club, June 2006-July 2009"
780,"The Unicorn in Captivity (Alexa Horchowski)"
781,"Maya Dreams: Textile Traditions of Guatemala"
783,"Banks with Bite: Selections from the Katherine Kierland Herberger Collection of Banks"
784,"Mechanically Inclined: Selections from the Katherine Kierland Herberger Collection"
785,"Pompeo Batoni: ""Prince of Painters in Eighteenth-Century Rome"""
786,"Samuel McIntire, Carving an American Style"
787,"Making It New: The Art and Style of Sara and Gerald Murphy"
788,"From Corot to Monet: Painters and Photographers in the Forest of Fontainebleau"
789,"Body Politics: Figurative Prints and Drawings from Schiele to De Kooning"
790,"Our Mother Mary Found: Maria, Nostra Madre Ritrovata"
791,"Freddy Munoz: Paintings 2002-2006"
792,"A Family Resemblance: Textiles from Guatemala"
793,"Designed for Pleasure: The World of Edo Japan in Prints and Paintings, 1680-1860"
794,"Degas and the Art of Japan"
796,"Art in the Age of Steam"
797,"Paris 1900"
798,"Found in Translation"
799,"Hovsep Pushman"
800,"The Surreal Calder"
801,"A Passion for Paintings: Old Masters from the Wadsworth Atheneum"
802,"Southern Exposure: New Orleans and the Gulf Coast"
803,"Vermillion Editions Limited: Prints, Multiples, Artist's Books, 1977-1992"
804,"Holiday Traditions: Designed for Dining"
805,"Berenice Abbott: An American Photographer"
806,"Photogravure: Photographs in Ink"
807,"Remington and Russell Revisited"
808,"Alexander Roslin"
809,"L'Impressionnisme vu d'Amérique"
810,"Chris Larson: The Great American Crush Collision"
811,"The Genius of Rembrandt: Selected Etchings from the Jones Collection"
812,"The Jack Lenor Larsen Design Studio - a 4-part exhibition: The Lori Weitzner Years, 1992-95 "
813,"Designed for Dining"
814,"Piranesi as Designer"
815,"Myth and Reality: The Art of the Great Plains"
817,"Consuming Passion: Fragonard's Pictures of Love"
818,"Watercolors by Winslow Homer: The Color of Light"
819,"Getroffen. Otto Dix und die Kunst des Portraits"
821,"America! Storie di pittura dal nuovo mondo"
822,"Peter Henry Emerson and American Naturalistic Photography"
823,"Folk Figures and Fairy Tales"
824,"Rollin Marquette: New Sculpture"
825,"An American Vision: Henry Francis du Pont's Winterthur Museum"
826,"Judging by Appearance: Master Drawings from the Collection of Joseph and Deborah Goldyne"
827,"Silk and More: Central Asian Textiles"
829,"Il Secolo del Jazz"
830,"Picasso and American Art"
831,"The Mythology of the American West"
832,"Wedded Bliss: The Marriage of Art and Ceremony"
833,"Wind and Whimsy: Weathervanes and Whirligigs from Twin Cities Collections"
834,"New Skins: New Paintings by Andrea Carlson and Jim Denomie"
835,"From Clay to Bronze: Selected Works by Peter Voulkos 1951-2001"
836,"Don Harley Presents: Product Design Concepts"
837,"Pride on the Plains: Art of the Apsaalooka"
838,"When Form Follows Function: Rawhide Containers of the Plains"
839,"Anders Zorn: Sweden's Master Etcher"
840,"Expanding the Boundaries: Selected Drawings from the Yvonne and Gabriel P. Weisberg Collection"
841,"The Genius of Shibata Zeshin: Japanese Masterworks from the Catherine and Thomas Edson Collection"
842,"The Search to See: Photographs from the Collection of Frederick B. Scheel, Part I"
843,"The Search to See: Photographs from the Collection of Frederick B. Scheel, Part II"
844,"Drawings in Light: Jantje Visscher"
